Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Behavioral Economics and Finance (Spring 2004),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-127-behavioral-economics-and-finance-spring-2004,"This course surveys research which incorporates psychological evidence into economics. Topics include: prospect theory, biases in probabilistic judgment, self-control and mental accounting with implications for consumption and savings, fairness, altruism, and public goods contributions, financial market anomalies and theories, impact of markets, learning, and incentives, and memory, attention, categorization, and the thinking process.",https://ocw.mit.edu/courses/economics/14-127-behavioral-economics-and-finance-spring-2004/14-127s04.jpg
Foundations of Development Policy (Spring 2009),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-74-foundations-of-development-policy-spring-2009,"This course explores the foundations of policy making in developing countries. The goal is to spell out various policy options and to quantify the trade-offs between them. We will study the different facets of human development: education, health, gender, the family, land relations, risk, informal and formal norms and institutions. This is an empirical class. For each topic, we will study several concrete examples chosen from around the world. While studying each of these topics, we will ask: What determines the decisions of poor households in developing countries? What constraints are they subject to? Is there a scope for policy (by government, international organizations, or non-governmental organizations (NGOs))? What policies have been tried out? Have they been successful?",https://ocw.mit.edu/courses/economics/14-74-foundations-of-development-policy-spring-2009/14-74s09.jpg
International Trade (Fall 2016),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-54-international-trade-fall-2016,"This course will analyze the causes and consequences of international trade and investment. We will investigate why nations trade, what they trade, and who gains (or not) from this trade. We will then analyze the motives for countries or organizations to restrict or regulate international trade and study the effects of such policies on economic welfare. Topics covered will include the effects of trade on economic growth and wage inequality, multinationals and foreign direct investment, international trade agreements and current trade policy disputes.",https://ocw.mit.edu/courses/economics/14-54-international-trade-fall-2016/14-54f16.jpg
Microeconomic Theory I (Fall 2015),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-121-microeconomic-theory-i-fall-2015,"This half-semester course provides an introduction to microeconomic theory designed to meet the needs of students in an economics Ph.D. program. Some parts of the course are designed to teach material that all graduate students should know. Others are used to introduce methodologies. Students should be comfortable with multivariable calculus, linear algebra, and basic real analysis.",https://ocw.mit.edu/courses/economics/14-121-microeconomic-theory-i-fall-2015/14-121f15.jpg
"Dynamic Optimization & Economic Applications (Recursive Methods)
		                               (Spring 2003)",economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-128-dynamic-optimization-economic-applications-recursive-methods-spring-2003,"The unifying theme of this course is best captured by the title of our main reference book: ""Recursive Methods in Economic Dynamics"". We start by covering deterministic and stochastic dynamic optimization using dynamic programming analysis. We then study the properties of the resulting dynamic systems. Finally, we will go over a recursive method for repeated games that has proven useful in contract theory and macroeconomics. We shall stress applications and examples of all these techniques throughout the course.",https://ocw.mit.edu/courses/economics/14-128-dynamic-optimization-economic-applications-recursive-methods-spring-2003/14-128s03.jpg
Advanced Contract Theory (Spring 2005),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-129-advanced-contract-theory-spring-2005,"This course focuses on recent developments in contract theory. Topics include: advanced models of moral hazard, adverse selection, mechanism design and incomplete contracts with applications to theory of the firm, organizational design, and financial structure.",https://ocw.mit.edu/courses/economics/14-129-advanced-contract-theory-spring-2005/chp_tulips.jpg
Topics in Game Theory (Fall 2009),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-147-topics-in-game-theory-fall-2009,"This course is an advanced topics course on market and mechanism design. We will study existing or new market institutions, understand their properties, and think about whether they can be re-engineered or improved. Topics discussed include mechanism design, auction theory, one-sided matching in house allocation, two-sided matching, stochastic matching mechanisms, student assignment, and school choice.",https://ocw.mit.edu/courses/economics/14-147-topics-in-game-theory-fall-2009/14-147f09.jpg
Topics in Game Theory (Spring 2005),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-147-topics-in-game-theory-spring-2005,This course/workshop aims to provide an invigorating intellectual environment for graduate students and junior faculty who are interested in economic theory. We will discuss research ideas and explore topics in game theory and more broadly in economic theory.,https://ocw.mit.edu/courses/economics/14-147-topics-in-game-theory-spring-2005/14-147s05.jpg
Microeconomic Theory II (Fall 2002),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-122-microeconomic-theory-ii-fall-2002,"This course offers an introduction to noncooperative game theory. The course is intended both for graduate students who wish to develop a solid background in game theory in order to pursue research in the applied fields of economics and related disciplines, and for students wishing to specialize in economic theory. While the course is designed for graduate students in economics, it is open to all students who have taken and passed 14.121.",https://ocw.mit.edu/courses/economics/14-122-microeconomic-theory-ii-fall-2002/14-122f02.jpg
Industrial Organization I (Fall 2005),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-271-industrial-organization-i-fall-2005,The course provides a graduate level introduction to Industrial Organization. It is designed to provide a broad introduction to topics and industries that current researchers are studying as well as to expose students to a wide variety of techniques. The course integrates theoretical models and empirical studies.,https://ocw.mit.edu/courses/economics/14-271-industrial-organization-i-fall-2005/14-271f05.jpg
Organizational Economics (Spring 2009),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-282-organizational-economics-spring-2009,"This course in organizational economics prepares doctoral students for further study in the field. The course introduces the classic papers and some recent research. The material is organized into the following modules: boundaries of the firm, employment in organizations, decision-making in organizations, and structures and processes in organizations. Each class session covers a few leading papers.",https://ocw.mit.edu/courses/economics/14-282-organizational-economics-spring-2009/14-282s09.jpg
Industrial Organization I (Fall 2013),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-271-industrial-organization-i-fall-2013,"The course provides a graduate level introduction to Industrial Organization. It is designed to provide a broad introduction to topics and industries that current researchers are studying as well as to expose students to a wide variety of techniques. It will start the process of preparing economics PhD students to conduct thesis research in the area, and may also be of interest to doctoral students working in other areas of economics and related fields. The course integrates theoretical models and empirical studies.",https://ocw.mit.edu/courses/economics/14-271-industrial-organization-i-fall-2013/14-271f13.jpg
Collective Choice I (Fall 2008),political-science,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/political-science/17-812j-collective-choice-i-fall-2008,"This is an applied theory course covering topics in the political economy of democratic countries. This course examines political institutions from a rational choice perspective. The now burgeoning rational choice literature on legislatures, bureaucracies, courts, and elections constitutes the chief focus. Some focus will be placed on institutions from a comparative and/or international perspective.",https://ocw.mit.edu/courses/political-science/17-812j-collective-choice-i-fall-2008/17-812jf08.jpg
Statistical Method in Economics (Fall 2018),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-381-statistical-method-in-economics-fall-2018,,https://ocw.mit.edu/courses/economics/14-381-statistical-method-in-economics-fall-2018/14-381f18.jpg
Econometrics (Spring 2017),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-382-econometrics-spring-2017,"The course will cover several key models as well as identification and estimation methods used in modern econometrics. We shall being with exploring some leading models of econometrics, then seeing structures, then providing methods of identification, estimation, and inference. You will get lots of hands-on experience with using the methods on real data sets. ",https://ocw.mit.edu/courses/economics/14-382-econometrics-spring-2017/14-382s17.jpg
Statistical Method in Economics (Fall 2006),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-381-statistical-method-in-economics-fall-2006,"Part II, found here, prepares students for the remainder of the econometrics sequence. The emphasis of the course is to understand the basic principles of statistical theory. A brief review of probability will be given; however, this material is assumed knowledge. The course also covers basic regression analysis. Topics covered include probability, random samples, asymptotic methods, point estimation, evaluation of estimators, Cramer-Rao theorem, hypothesis tests, Neyman Pearson lemma, Likelihood Ratio test, interval estimation, best linear predictor, best linear approximation, conditional expectation function, building functional forms, regression algebra, Gauss-Markov optimality, finite-sample inference, consistency, asymptotic normality, heteroscedasticity, and autocorrelation.  ",https://ocw.mit.edu/courses/economics/14-381-statistical-method-in-economics-fall-2006/14-381f06.jpg
Applied Econometrics: Mostly Harmless Big Data (Fall 2014),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-387-applied-econometrics-mostly-harmless-big-data-fall-2014,"This course covers empirical strategies for applied micro research questions. Our agenda includes regression and matching, instrumental variables, differences-in-differences, regression discontinuity designs, standard errors, and a module consisting of 8–9 lectures on the analysis of high-dimensional data sets a.k.a. ""Big Data"".",https://ocw.mit.edu/courses/economics/14-387-applied-econometrics-mostly-harmless-big-data-fall-2014/14-387f14.jpg
Environmental Policy and Economics (Spring 2011),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-42-environmental-policy-and-economics-spring-2011,"This course explores the proper role of government in the regulation of the environment. It will help students develop the tools to estimate the costs and benefits of environmental regulations. These tools will be used to evaluate a series of current policy questions, including: Should air and water pollution regulations be tightened or loosened? What are the costs of climate change in the U.S. and abroad? Is there a ""Race to the Bottom"" in environmental regulation? What is ""sustainable development""? How do environmental problems differ in developing countries? Are we running out of oil and other natural resources? Should we be more energy efficient?  To gain real world experience, the course is scheduled to include a visit to the MIT cogeneration plant. We will also do an in-class simulation of an air pollution emissions market.",https://ocw.mit.edu/courses/economics/14-42-environmental-policy-and-economics-spring-2011/14-42s11.JPG
New Econometric Methods (Spring 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-386-new-econometric-methods-spring-2007,"This course focuses on recent developments in econometrics, especially structural estimation. The topics include nonseparable models, models of imperfect competition, auction models, duration models, and nonlinear panel data. Results are illustrated with economic applications.",https://ocw.mit.edu/courses/economics/14-386-new-econometric-methods-spring-2007/14-386s07.jpg
Nonlinear Econometric Analysis (Fall 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-385-nonlinear-econometric-analysis-fall-2007,"This course presents micro-econometric models, including large sample theory for estimation and hypothesis testing, generalized method of moments (GMM), estimation of censored and truncated specifications, quantile regression, structural estimation, nonparametric and semiparametric estimation, treatment effects, panel data, bootstrapping, simulation methods, and Bayesian methods. The methods are illustrated with economic applications.",https://ocw.mit.edu/courses/economics/14-385-nonlinear-econometric-analysis-fall-2007/14-385f07.jpg
Time Series Analysis (Fall 2013),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-384-time-series-analysis-fall-2013,"The course provides a survey of the theory and application of time series methods in econometrics. Topics covered will include univariate stationary and non-stationary models, vector autoregressions, frequency domain methods, models for estimation and inference in persistent time series, and structural breaks.We will cover different methods of estimation and inferences of modern dynamic stochastic general equilibrium models (DSGE): simulated method of moments, Maximum likelihood and Bayesian approach. The empirical applications in the course will be drawn primarily from macroeconomics.",https://ocw.mit.edu/courses/economics/14-384-time-series-analysis-fall-2013/14-384f13.jpg
Macroeconomic Theory I (Spring 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-451-macroeconomic-theory-i-spring-2007,"Introduction to the theories of economic growth. Topics will include basic facts of economic growth and long-run economic development; brief overview of optimal control theory and dynamic programming; basic neoclassical growth model under a variety of market structures; human capital and economic growth; endogenous growth models; models with endogenous technology; models of directed technical change; competition, market structure and growth; financial and economic development; international trade and economic growth; institutions and economic development. This is a half-term subject. The class size is limited.",https://ocw.mit.edu/courses/economics/14-451-macroeconomic-theory-i-spring-2007/14-451s07.jpg
Economic Growth (Fall 2016),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-452-economic-growth-fall-2016,"This half semester class will present an introduction to macroeconomic modeling, particularly economic growth. It will focus both on models of economic growth and their empirical applications, and try to shed light on the mechanics of economic growth, technological change and sources of income and growth differences across countries.",https://ocw.mit.edu/courses/economics/14-452-economic-growth-fall-2016/14-452f16.jpg
Energy Economics (Spring 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-44-energy-economics-spring-2007,"This course explores the theoretical and empirical perspectives on individual and industrial demand for energy, energy supply, energy markets, and public policies affecting energy markets. It discusses aspects of the oil, natural gas, electricity, and nuclear power sectors and examines energy tax, price regulation, deregulation, energy efficiency and policies for controlling emission.",https://ocw.mit.edu/courses/economics/14-44-energy-economics-spring-2007/14-44s07.jpg
Advanced Macroeconomics I (Fall 2012),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-461-advanced-macroeconomics-i-fall-2012,"14.461 is an advanced course in macroeconomics that seeks to bring students to the research frontier. The course is divided into two sections. The first half is taught by Prof. IvÃ¡n Werning and covers topics such as how to formulate and solve optimal problems. Students will study fiscal and monetary policy, among other issues. The second half, taught by Prof. George-Marios Angeletos, covers recent work on multiple equilibria, global games, and informational fictions.",https://ocw.mit.edu/courses/economics/14-461-advanced-macroeconomics-i-fall-2012/14-461f12.jpg
Economic Crises (Spring 2011),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-454-economic-crises-spring-2011,"14.454 is an introduction to current macroeconomic concerns with particular emphasis on medium-run economic fluctuations, economic crises, and the role of asset markets. Topics include the explanation of high chronic unemployment in some nations, the source of modern liquidity crises, the origin and end of speculative bubbles, and the factors that lead to substantial periods of economic stagnation.",https://ocw.mit.edu/courses/economics/14-454-economic-crises-spring-2011/14-454s11.jpg
Macroeconomic Theory II (Spring 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-452-macroeconomic-theory-ii-spring-2007,"This is the second course in the four-quarter graduate sequence in macroeconomics. Its purpose is to introduce the basic models macroeconomists use to study fluctuations. Topics include the basic model or the consumption/saving choice, the RBC model or the labor/leisure choice, non-trivial investment decisions, two-good analysis, money, price setting, the ""new Keynesian"" model, monetary policy, and fiscal policy.",https://ocw.mit.edu/courses/economics/14-452-macroeconomic-theory-ii-spring-2007/14-452s07.jpg
Public Economics I (Fall 2012),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-471-public-economics-i-fall-2012,"This course covers theory and evidence on government taxation policy. Topics include tax incidence, optimal tax theory, the effect of taxation on labor supply and savings, taxation and corporate behavior, and tax expenditure policy.",https://ocw.mit.edu/courses/economics/14-471-public-economics-i-fall-2012/14-471f12.jpg
Dynamic Optimization Methods with Applications (Fall 2009),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-451-dynamic-optimization-methods-with-applications-fall-2009,"This course focuses on dynamic optimization methods, both in discrete and in continuous time. We approach these problems from a dynamic programming and optimal control perspective. We also study the dynamic systems that come from the solutions to these problems. The course will illustrate how these techniques are useful in various applications, drawing on many economic examples. However, the focus will remain on gaining a general command of the tools so that they can be applied later in other classes.",https://ocw.mit.edu/courses/economics/14-451-dynamic-optimization-methods-with-applications-fall-2009/14-451f09.jpg
Advanced Macroeconomics II (Spring 2007),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-462-advanced-macroeconomics-ii-spring-2007,"Professor Blanchard will discuss shocks, labor markets and unemployment, and dynamic stochastic general equilibrium models (DSGE models). Professor Lorenzoni will cover demand shocks, macroeconomic effects of news (with or without nominal rigidities), investment with credit constraints, and liquidity with its aggregate effects.",https://ocw.mit.edu/courses/economics/14-462-advanced-macroeconomics-ii-spring-2007/14-462s07.jpg
Macroeconomic Theory III (Fall 2006),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-453-macroeconomic-theory-iii-fall-2006,"This course covers issues in the theory of consumption, investment and asset prices. We lay out the basic models first, and then examine the empirical facts that motivate extensions to these models.",https://ocw.mit.edu/courses/economics/14-453-macroeconomic-theory-iii-fall-2006/14-453f06.jpg
Advanced Macroeconomics II (Spring 2004),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-462-advanced-macroeconomics-ii-spring-2004,"14.462 is the second semester of the second-year Ph.D. macroeconomics sequence.The course is intended to introduce the students, not only to particular areas of current research, but also to some very useful analytical tools. It covers a selection of topics that varies from year to year. Recent topics include:",https://ocw.mit.edu/courses/economics/14-462-advanced-macroeconomics-ii-spring-2004/14-462s04.jpg
Public Economics II (Spring 2004),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-472-public-economics-ii-spring-2004,This course covers theory and evidence on government expenditure policy-- topics include: The theory of public goods; Education; State and local public goods; Political economy; Redistribution and welfare policy; Social insurance programs such as social security and unemployment insurance; and Health care policy.,https://ocw.mit.edu/courses/economics/14-472-public-economics-ii-spring-2004/14-472s04.jpg
